axiom	refc	conf	expt	poss	nec	time
"SubClassOf(dbo:RadioHost schema:Person)"	314	314	0	1.0	1.0	76
"SubClassOf(dbo:RadioHost owl:Thing)"	314	314	0	1.0	1.0	142
"SubClassOf(dbo:RadioHost foaf:Person)"	314	314	0	1.0	1.0	70
"SubClassOf(dbo:Racecourse dbo:Place)"	162	162	0	1.0	1.0	76
"SubClassOf(dbo:Racecourse dbo:RaceTrack)"	162	162	0	1.0	1.0	45
"SubClassOf(dbo:Racecourse dbo:SportFacility)"	162	162	0	1.0	1.0	63
"SubClassOf(dbo:Racecourse schema:Place)"	162	162	0	1.0	1.0	77
"SubClassOf(dbo:Racecourse gml:_Feature)"	162	149	0	1.0	0.9967750161700706	62
"SubClassOf(dbo:Racecourse owl:Thing)"	162	162	0	1.0	1.0	81
"SubClassOf(dbo:Organisation dbo:Activity)"	329500	6	214053	0.06338872399890094	0.0	3728433
"SubClassOf(dbo:Organisation dbo:AdministrativeRegion)"	329500	1	308872	0.001961550828883274	0.0	122225939
"SubClassOf(dbo:Organisation dbo:Agent)"	329500	329494	0	1.0	0.9999999998342087	100617
"SubClassOf(dbo:Organisation dbo:Airline)"	329500	3134	242164	0.03576702004143606	0.0	5621616
"SubClassOf(dbo:Organisation dbo:Album)"	329500	2	243852	0.034373408188402954	0.0	306685613
"SubClassOf(dbo:Organisation dbo:AmericanFootballLeague)"	329500	78	307438	0.0022440704877673134	0.0	222632
"SubClassOf(dbo:Organisation dbo:AmericanFootballTeam)"	329500	3	309466	0.0018501052542639895	0.0	133546
"SubClassOf(dbo:Organisation dbo:Animal)"	329500	1	225290	0.05132980462198833	0.0	76808755
"SubClassOf(dbo:Organisation dbo:ArchitecturalStructure)"	329500	708	299188	0.004240432229315694	0.0	72949226
"SubClassOf(dbo:Organisation dbo:Artist)"	329500	3177	145474	0.17049599006200222	0.0	30944936
"SubClassOf(dbo:Organisation dbo:AustralianFootballLeague)"	329500	4	308128	0.002105750906801207	0.0	78761
"SubClassOf(dbo:Organisation dbo:AutoRacingLeague)"	329500	9	307507	0.0022300398926655696	0.0	113289
"SubClassOf(dbo:Organisation dbo:Band)"	329500	47206	260771	0.02199591475672702	0.0	42892867
"SubClassOf(dbo:Organisation dbo:BaseballLeague)"	329500	196	306370	0.0024668709848900683	0.0	475374
"SubClassOf(dbo:Organisation dbo:BasketballLeague)"	329500	306	306260	0.0024904196745227924	0.0	605865
"SubClassOf(dbo:Organisation dbo:BasketballTeam)"	329500	857	307065	0.0023206814798268915	0.0	1346302
"SubClassOf(dbo:Organisation dbo:BodyOfWater)"	329500	4	177202	0.11322919366008877	0.0	37659678
"SubClassOf(dbo:Organisation dbo:BroadcastNetwork)"	329500	1278	306958	0.0023428965297767057	0.0	2449284
"SubClassOf(dbo:Organisation dbo:Broadcaster)"	329500	29619	210507	0.06748530015661436	0.0	37459877
"SubClassOf(dbo:Organisation dbo:Building)"	329500	708	299225	0.004230064501424269	0.0	63335219
"SubClassOf(dbo:Organisation dbo:CanadianFootballLeague)"	329500	7	307509	0.0022296338671077276	0.0	106750
"SubClassOf(dbo:Organisation dbo:CanadianFootballTeam)"	329500	19	309450	0.0018530643231876587	0.0	149147
"SubClassOf(dbo:Organisation dbo:Canal)"	329500	1	245287	0.03321160024445691	0.0	675151
"SubClassOf(dbo:Organisation dbo:College)"	329500	81	308744	0.0019859941181368246	0.0	244716
"SubClassOf(dbo:Organisation dbo:CollegeCoach)"	329500	1	262588	0.020836051051969395	0.0	24742467
"SubClassOf(dbo:Organisation dbo:Colour)"	329500	1	247049	0.031813746974516444	0.0	1738211
"SubClassOf(dbo:Organisation dbo:ComedyGroup)"	329500	32	309800	0.0017888760190041264	0.0	133916
"SubClassOf(dbo:Organisation dbo:Company)"	329500	88009	165446	0.132758494088422	0.0	44639894
"SubClassOf(dbo:Organisation dbo:CricketLeague)"	329500	9	308123	0.002106737347144616	0.0	136626
"SubClassOf(dbo:Organisation dbo:CyclingTeam)"	329500	222	309247	0.0018908133981307973	0.0	440445
"SubClassOf(dbo:Organisation dbo:Disease)"	329500	4	218077	0.05891058222841583	0.0	10489228
"SubClassOf(dbo:Organisation dbo:EducationalInstitution)"	329500	52229	146088	0.16924438994102442	0.0	19690611
"SubClassOf(dbo:Organisation dbo:Eukaryote)"	329500	1	225288	0.05133182819057025	0.0	86122329
"SubClassOf(dbo:Organisation dbo:Event)"	329500	4	298984	0.004297824168469577	0.0	64304001
"SubClassOf(dbo:Organisation dbo:FieldHockeyLeague)"	329500	24	308108	0.0021096980585403324	0.0	184383
"SubClassOf(dbo:Organisation dbo:FootballMatch)"	329500	1	307226	0.0022874551939499055	0.0	10896516
"SubClassOf(dbo:Organisation dbo:Genre)"	329500	3	243917	0.034320327840254294	0.0	19569204
"SubClassOf(dbo:Organisation dbo:GolfLeague)"	329500	12	308120	0.002107329322579621	0.0	125898
"SubClassOf(dbo:Organisation dbo:GovernmentAgency)"	329500	3283	305599	0.002634290806887818	0.0	6815029
"SubClassOf(dbo:Organisation dbo:HandballLeague)"	329500	15	308117	0.0021079213814365616	0.0	101198
"SubClassOf(dbo:Organisation dbo:HockeyTeam)"	329500	988	306934	0.0023478939258190223	0.0	1566911
"SubClassOf(dbo:Organisation dbo:IceHockeyLeague)"	329500	204	306362	0.002468579830883222	0.0	453550
"SubClassOf(dbo:Organisation dbo:InlineHockeyLeague)"	329500	23	307493	0.0022328831100960622	0.0	183005
"SubClassOf(dbo:Organisation dbo:LacrosseLeague)"	329500	20	307496	0.00223227369622081	0.0	150717
"SubClassOf(dbo:Organisation dbo:LawFirm)"	329500	446	246158	0.03251666038409451	0.0	732950
"SubClassOf(dbo:Organisation dbo:Legislature)"	329500	1080	300471	0.0038883781109188	0.0	1960420
"SubClassOf(dbo:Organisation dbo:Library)"	329500	708	308313	0.0020694155120080104	0.0	1171833
"SubClassOf(dbo:Organisation dbo:Mammal)"	329500	1	308872	0.001961550828883274	0.0	27192788
"SubClassOf(dbo:Organisation dbo:MilitaryPerson)"	329500	2	291077	0.006822219156609743	0.0	48553226
"SubClassOf(dbo:Organisation dbo:MilitaryUnit)"	329500	17807	213254	0.06429941420416607	0.0	24144849
"SubClassOf(dbo:Organisation dbo:MixedMartialArtsLeague)"	329500	1	307515	0.002228416012973966	0.0	129844
"SubClassOf(dbo:Organisation dbo:MotorcycleRacingLeague)"	329500	19	307497	0.00223207057680741	0.0	174779
"SubClassOf(dbo:Organisation dbo:Mountain)"	329500	1	309132	0.0019123677145429507	0.0	55324675
"SubClassOf(dbo:Organisation dbo:MusicGenre)"	329500	3	243917	0.034320327840254294	0.0	19568407
"SubClassOf(dbo:Organisation dbo:MusicalArtist)"	329500	950	239182	0.038300577462589636	0.0	42577473
"SubClassOf(dbo:Organisation dbo:MusicalWork)"	329500	3	243849	0.03437585909399665	0.0	363820977
"SubClassOf(dbo:Organisation dbo:NaturalPlace)"	329500	5	177201	0.11323077554101069	0.0	45525556
"SubClassOf(dbo:Organisation dbo:Non-ProfitOrganisation)"	329500	3494	305388	0.002681070375995742	0.0	7282332
"SubClassOf(dbo:Organisation dbo:OfficeHolder)"	329500	6	286481	0.008559382270576621	0.0	48540654
"SubClassOf(dbo:Organisation dbo:Person)"	329500	3333	157962	0.1461998524142898	0.0	58108633
"SubClassOf(dbo:Organisation dbo:Place)"	329500	729	21673	0.6433146637762829	0.0	23705646
"SubClassOf(dbo:Organisation dbo:PoliticalParty)"	329500	7329	167728	0.1288190475136043	0.0	12423850
"SubClassOf(dbo:Organisation dbo:PoloLeague)"	329500	16	308116	0.002108118752927046	0.0	99734
"SubClassOf(dbo:Organisation dbo:PopulatedPlace)"	329500	15	50723	0.4669134261177327	0.0	52227852
"SubClassOf(dbo:Organisation dbo:ProgrammingLanguage)"	329500	1	263023	0.02056318310970573	0.0	2128173
"SubClassOf(dbo:Organisation dbo:Publisher)"	329500	940	243660	0.03453045178412206	0.0	1583559
"SubClassOf(dbo:Organisation dbo:RaceHorse)"	329500	1	308872	0.001961550828883274	0.0	8893858
"SubClassOf(dbo:Organisation dbo:RadioStation)"	329500	19451	288641	0.007718161339606788	0.0	30468133
"SubClassOf(dbo:Organisation dbo:RecordLabel)"	329500	19208	168460	0.12757080053145975	0.0	18392152
"SubClassOf(dbo:Organisation dbo:Region)"	329500	1	308872	0.001961550828883274	0.0	123519870
"SubClassOf(dbo:Organisation dbo:River)"	329500	2	260691	0.022047728228554053	0.0	41918401
"SubClassOf(dbo:Organisation dbo:RugbyClub)"	329500	1848	305822	0.002585300039666949	0.0	3326905
"SubClassOf(dbo:Organisation dbo:RugbyLeague)"	329500	133	306433	0.0024534345752198483	0.0	313113
"SubClassOf(dbo:Organisation dbo:Sales)"	329500	1	249629	0.02982375532298509	0.0	8545579
"SubClassOf(dbo:Organisation dbo:School)"	329500	29000	279768	0.011455809034365716	0.0	35902945
"SubClassOf(dbo:Organisation dbo:Scientist)"	329500	3	286494	0.008554187583932005	0.0	58584673
"SubClassOf(dbo:Organisation dbo:Settlement)"	329500	11	168896	0.12683084302284564	0.0	103130175
"SubClassOf(dbo:Organisation dbo:SoccerClub)"	329500	46916	129755	0.20469261729875288	0.0	22236622
"SubClassOf(dbo:Organisation dbo:SoccerLeague)"	329500	1341	306175	0.0025086932950491025	0.0	2794878
"SubClassOf(dbo:Organisation dbo:SoccerManager)"	329500	1	227560	0.0490608069455698	0.0	55940357
"SubClassOf(dbo:Organisation dbo:SoftballLeague)"	329500	17	308115	0.002108316133686783	0.0	147827
"SubClassOf(dbo:Organisation dbo:Species)"	329500	1	225288	0.05133182819057025	0.0	87150206
"SubClassOf(dbo:Organisation dbo:SpeedwayLeague)"	329500	6	308126	0.0021061454551313252	0.0	86119
"SubClassOf(dbo:Organisation dbo:SpeedwayTeam)"	329500	78	308487	0.0020355300696632828	0.0	182754
"SubClassOf(dbo:Organisation dbo:Sport)"	329500	6	214053	0.06338872399890094	0.0	761401
"SubClassOf(dbo:Organisation dbo:SportsEvent)"	329500	4	306562	0.0024260368333129945	0.0	26500928
"SubClassOf(dbo:Organisation dbo:SportsLeague)"	329500	5082	296374	0.005066391077491628	0.0	9961542
"SubClassOf(dbo:Organisation dbo:SportsManager)"	329500	1	227560	0.0490608069455698	0.0	56052260
"SubClassOf(dbo:Organisation dbo:SportsTeam)"	329500	52135	125740	0.21412981357439564	0.0	23293315
"SubClassOf(dbo:Organisation dbo:Stream)"	329500	3	196403	0.08521287058437077	0.0	31884042
"SubClassOf(dbo:Organisation dbo:TelevisionStation)"	329500	8197	299992	0.004018020013558221	0.0	14769994
"SubClassOf(dbo:Organisation dbo:TennisLeague)"	329500	7	307509	0.0022296338671077276	0.0	127258
"SubClassOf(dbo:Organisation dbo:TopicalConcept)"	329500	3	243917	0.034320327840254294	0.0	19599699
"SubClassOf(dbo:Organisation dbo:TradeUnion)"	329500	1489	307645	0.002202111140043872	0.0	2969570
"SubClassOf(dbo:Organisation dbo:University)"	329500	22119	219816	0.05703084632669564	0.0	18094057
"SubClassOf(dbo:Organisation dbo:VideogamesLeague)"	329500	5	308127	0.0021059481763316956	0.0	120742
"SubClassOf(dbo:Organisation dbo:VolleyballLeague)"	329500	58	308074	0.0021164167256166877	0.0	243028
"SubClassOf(dbo:Organisation dbo:Work)"	329500	1	285716	0.008867883005615695	0.0	548143810
"SubClassOf(dbo:Organisation schema:AdministrativeArea)"	329500	1	308872	0.001961550828883274	0.0	123525318
"SubClassOf(dbo:Organisation schema:BodyOfWater)"	329500	4	177202	0.11322919366008877	0.0	37649874
"SubClassOf(dbo:Organisation schema:Canal)"	329500	1	245287	0.03321160024445691	0.0	677825
"SubClassOf(dbo:Organisation schema:CollegeOrUniversity)"	329500	22398	219735	0.05711766243175809	0.0	18341730
"SubClassOf(dbo:Organisation schema:CreativeWork)"	329500	1	285716	0.008867883005615695	0.0	549749245
"SubClassOf(dbo:Organisation schema:EducationalOrganization)"	329500	52229	146088	0.16924438994102442	0.0	19718784
"SubClassOf(dbo:Organisation schema:Event)"	329500	4	298984	0.004297824168469577	0.0	795566031
"SubClassOf(dbo:Organisation schema:GovernmentOrganization)"	329500	3283	305599	0.002634290806887818	0.0	75229316
"SubClassOf(dbo:Organisation schema:Library)"	329500	708	308313	0.0020694155120080104	0.0	15585314
"SubClassOf(dbo:Organisation schema:Mountain)"	329500	1	309132	0.0019123677145429507	0.0	732821300
"SubClassOf(dbo:Organisation schema:MusicAlbum)"	329500	2	243852	0.034373408188402954	0.0	4301921465
"SubClassOf(dbo:Organisation schema:MusicGroup)"	329500	47317	216471	0.060676233351890874	0.0	691683404
"SubClassOf(dbo:Organisation schema:Organization)"	329500	329500	0	1.0	1.0	1584324
"SubClassOf(dbo:Organisation schema:Person)"	329500	3333	157962	0.1461998524142898	0.0	990974569
"SubClassOf(dbo:Organisation schema:Place)"	329500	729	21673	0.6433146637762829	0.0	381961198
"SubClassOf(dbo:Organisation schema:RadioStation)"	329500	19451	288641	0.007718161339606788	0.0	407032861
"SubClassOf(dbo:Organisation schema:RiverBodyOfWater)"	329500	2	260691	0.022047728228554053	0.0	573767182
"SubClassOf(dbo:Organisation schema:School)"	329500	29000	279768	0.011455809034365716	0.0	470764019
"SubClassOf(dbo:Organisation schema:SportsEvent)"	329500	4	306562	0.0024260368333129945	0.0	352270495
"SubClassOf(dbo:Organisation schema:SportsTeam)"	329500	52135	125740	0.21412981357439564	0.0	315144918
"SubClassOf(dbo:Organisation schema:TelevisionStation)"	329500	8197	299992	0.004018020013558221	0.0	184227194
"SubClassOf(dbo:Organisation gml:_Feature)"	329500	50093	1956	0.8912006669326583	0.0	2378371
"SubClassOf(dbo:Organisation owl:Thing)"	329500	329477	0	1.0	0.9999999975637893	1134217
"SubClassOf(dbo:Organisation skos:Concept)"	329500	8487	938	0.9245986004919162	0.0	1977196
"SubClassOf(dbo:Organisation foaf:Person)"	329500	5502	10096	0.7543541238718947	0.0	38222350
"SubClassOf(dbo:WomensTennisAssociationTournament dbo:Event)"	59	59	0	1.0	1.0	232
"SubClassOf(dbo:WomensTennisAssociationTournament dbo:SportsEvent)"	59	59	0	1.0	1.0	56
"SubClassOf(dbo:WomensTennisAssociationTournament schema:Event)"	59	59	0	1.0	1.0	52
"SubClassOf(dbo:WomensTennisAssociationTournament schema:SportsEvent)"	59	59	0	1.0	1.0	44
"SubClassOf(dbo:WomensTennisAssociationTournament gml:_Feature)"	59	8	0	1.0	0.5027931177691974	396
"SubClassOf(dbo:WomensTennisAssociationTournament owl:Thing)"	59	59	0	1.0	1.0	40
"SubClassOf(dbo:WomensTennisAssociationTournament skos:Concept)"	59	7	0	1.0	0.4724528767717408	196
"SubClassOf(dbo:VolleyballCoach dbo:Agent)"	18	18	0	1.0	1.0	44
"SubClassOf(dbo:VolleyballCoach dbo:Person)"	18	18	0	1.0	1.0	24
"SubClassOf(dbo:VolleyballCoach schema:Person)"	18	18	0	1.0	1.0	24
"SubClassOf(dbo:VolleyballCoach owl:Thing)"	18	18	0	1.0	1.0	24
"SubClassOf(dbo:VolleyballCoach foaf:Person)"	18	18	0	1.0	1.0	20
"SubClassOf(schema:Airport dbo:Airport)"	12688	12688	0	1.0	1.0	1580
"SubClassOf(schema:Airport dbo:ArchitecturalStructure)"	12688	12687	0	1.0	0.9999999968941272	24762
"SubClassOf(schema:Airport dbo:Infrastructure)"	12688	12687	0	1.0	0.9999999968941272	17569
"SubClassOf(schema:Airport dbo:Place)"	12688	12688	0	1.0	1.0	292
"SubClassOf(schema:Airport dbo:PopulatedPlace)"	12688	1	0	1.0	0.012554801640981094	6086100
"SubClassOf(schema:Airport dbo:RouteOfTransportation)"	12688	1	0	1.0	0.012554801640981094	782793
"SubClassOf(schema:Airport schema:Place)"	12688	12688	0	1.0	1.0	64
"SubClassOf(schema:Airport gml:_Feature)"	12688	11986	0	1.0	0.9984682403202643	4648
"SubClassOf(schema:Airport owl:Thing)"	12688	12687	0	1.0	0.9999999968941272	5976
"SubClassOf(schema:Airport skos:Concept)"	12688	4	0	1.0	0.02510811892655885	11421
"SubClassOf(dbo:Chef dbo:Agent)"	417	417	0	1.0	1.0	24
"SubClassOf(dbo:Chef dbo:Person)"	417	417	0	1.0	1.0	12
"SubClassOf(dbo:Chef schema:Person)"	417	417	0	1.0	1.0	12
"SubClassOf(dbo:Chef gml:_Feature)"	417	1	0	1.0	0.06921280426696311	328
"SubClassOf(dbo:Chef owl:Thing)"	417	417	0	1.0	1.0	8
"SubClassOf(dbo:Chef foaf:Person)"	417	417	0	1.0	1.0	4
"SubClassOf(dbo:Monarch dbo:Agent)"	2420	2420	0	1.0	1.0	116
"SubClassOf(dbo:Monarch dbo:Person)"	2420	2420	0	1.0	1.0	16
"SubClassOf(dbo:Monarch schema:Person)"	2420	2420	0	1.0	1.0	20
"SubClassOf(dbo:Monarch gml:_Feature)"	2420	12	0	1.0	0.09946238931127495	956
"SubClassOf(dbo:Monarch owl:Thing)"	2420	2420	0	1.0	1.0	24
"SubClassOf(dbo:Monarch skos:Concept)"	2420	8	0	1.0	0.0812443353880632	1488
"SubClassOf(dbo:Monarch foaf:Person)"	2420	2420	0	1.0	1.0	48
"SubClassOf(dbo:Presenter dbo:Agent)"	443	443	0	1.0	1.0	20
"SubClassOf(dbo:Presenter dbo:Person)"	443	443	0	1.0	1.0	4
"SubClassOf(dbo:Presenter dbo:RadioHost)"	443	314	36	0.605127411184291	0.0	176
"SubClassOf(dbo:Presenter dbo:TelevisionHost)"	443	36	314	0.04333670319006522	0.0	184
"SubClassOf(dbo:Presenter schema:Person)"	443	443	0	1.0	1.0	8
"SubClassOf(dbo:Presenter owl:Thing)"	443	443	0	1.0	1.0	8
"SubClassOf(dbo:Presenter foaf:Person)"	443	443	0	1.0	1.0	8
"SubClassOf(dbo:GovernmentAgency dbo:Agent)"	3283	3283	0	1.0	1.0	88
"SubClassOf(dbo:GovernmentAgency dbo:Organisation)"	3283	3283	0	1.0	1.0	16
"SubClassOf(dbo:GovernmentAgency schema:GovernmentOrganization)"	3283	3283	0	1.0	1.0	24
"SubClassOf(dbo:GovernmentAgency schema:Organization)"	3283	3283	0	1.0	1.0	56
"SubClassOf(dbo:GovernmentAgency gml:_Feature)"	3283	602	0	1.0	0.5771599409266465	1188
"SubClassOf(dbo:GovernmentAgency owl:Thing)"	3283	3283	0	1.0	1.0	20
"SubClassOf(dbo:GovernmentAgency skos:Concept)"	3283	116	0	1.0	0.26347412397570386	1596
"SubClassOf(dbo:GovernmentAgency foaf:Person)"	3283	1	0	1.0	0.02468007541755087	13577
"SubClassOf(dbo:SoccerClub dbo:Agent)"	46944	46916	1	0.9934728643439309	0.0	27022
"SubClassOf(dbo:SoccerClub dbo:Automobile)"	46944	1	46929	5.104960065782649E-8	0.0	3323716
"SubClassOf(dbo:SoccerClub dbo:BodyOfWater)"	46944	2	44	0.9567137960363792	0.0	2311376
"SubClassOf(dbo:SoccerClub dbo:CollegeCoach)"	46944	1	1197	0.7756191613933046	0.0	3739313
"SubClassOf(dbo:SoccerClub dbo:Company)"	46944	1	45	0.9562249040969427	0.0	559928
"SubClassOf(dbo:SoccerClub dbo:Country)"	46944	1	46917	1.6540071567927583E-7	0.0	3397897
"SubClassOf(dbo:SoccerClub dbo:Device)"	46944	1	46917	1.6540071567927583E-7	0.0	7833517
"SubClassOf(dbo:SoccerClub dbo:EducationalInstitution)"	46944	37	15	0.9747223971566791	0.0	166266
"SubClassOf(dbo:SoccerClub dbo:InformationAppliance)"	46944	1	46920	1.3068698290208403E-7	0.0	600598
"SubClassOf(dbo:SoccerClub dbo:MeanOfTransportation)"	46944	1	46927	6.557037646182096E-8	0.0	12589258
"SubClassOf(dbo:SoccerClub dbo:MilitaryUnit)"	46944	2	14	0.9755793855255397	0.0	1541520
"SubClassOf(dbo:SoccerClub dbo:NaturalPlace)"	46944	2	44	0.9567137960363792	0.0	2028032
"SubClassOf(dbo:SoccerClub dbo:Organisation)"	46944	46916	3	0.988694789830669	0.0	41939
"SubClassOf(dbo:SoccerClub dbo:Place)"	46944	14	2	0.9907692853907801	0.0	913093
"SubClassOf(dbo:SoccerClub dbo:PoliticalParty)"	46944	1	48	0.9547899980175167	0.0	4878765
"SubClassOf(dbo:SoccerClub dbo:PopulatedPlace)"	46944	11	2	0.9907692853907801	0.0	1692929
"SubClassOf(dbo:SoccerClub dbo:ProgrammingLanguage)"	46944	1	1333	0.7633890032196748	0.0	295339
"SubClassOf(dbo:SoccerClub dbo:RecordLabel)"	46944	5	46	0.9557414225091344	0.0	80405
"SubClassOf(dbo:SoccerClub dbo:River)"	46944	2	50	0.9538582266616963	0.0	2450397
"SubClassOf(dbo:SoccerClub dbo:Settlement)"	46944	1	43	0.9572082837655449	0.0	27614529
"SubClassOf(dbo:SoccerClub dbo:SportsTeam)"	46944	46929	0	1.0	0.9999999489503993	16229
"SubClassOf(dbo:SoccerClub dbo:Stream)"	46944	2	49	0.9543217314600926	0.0	1681061
"SubClassOf(dbo:SoccerClub dbo:University)"	46944	26	15	0.9747223971566791	0.0	236967
"SubClassOf(dbo:SoccerClub schema:BodyOfWater)"	46944	2	44	0.9567137960363792	0.0	2267782
"SubClassOf(dbo:SoccerClub schema:CollegeOrUniversity)"	46944	27	15	0.9747223971566791	0.0	276661
"SubClassOf(dbo:SoccerClub schema:Country)"	46944	1	46917	1.6540071567927583E-7	0.0	3300487
"SubClassOf(dbo:SoccerClub schema:EducationalOrganization)"	46944	37	15	0.9747223971566791	0.0	156434
"SubClassOf(dbo:SoccerClub schema:Organization)"	46944	46916	3	0.988694789830669	0.0	29098
"SubClassOf(dbo:SoccerClub schema:Place)"	46944	14	2	0.9907692853907801	0.0	887071
"SubClassOf(dbo:SoccerClub schema:Product)"	46944	1	46927	6.557037646182096E-8	0.0	13082894
"SubClassOf(dbo:SoccerClub schema:RiverBodyOfWater)"	46944	2	50	0.9538582266616963	0.0	2483719
"SubClassOf(dbo:SoccerClub schema:SportsTeam)"	46944	46929	0	1.0	0.9999999489503993	16221
"SubClassOf(dbo:SoccerClub gml:_Feature)"	46944	1278	2	0.9907692853907801	0.0	105838
"SubClassOf(dbo:SoccerClub owl:Thing)"	46944	46937	0	1.0	0.9999999888825316	19481
"SubClassOf(dbo:SoccerClub skos:Concept)"	46944	1145	1	0.9934728643439309	0.0	45519
"SubClassOf(dbo:SoccerClub foaf:Person)"	46944	9	0	1.0	0.01958057269618206	668210
"SubClassOf(dbo:Venue dbo:ArchitecturalStructure)"	1623	1623	0	1.0	1.0	84
"SubClassOf(dbo:Venue dbo:Building)"	1623	1623	0	1.0	1.0	12
"SubClassOf(dbo:Venue dbo:Place)"	1623	1623	0	1.0	1.0	12
"SubClassOf(dbo:Venue dbo:Theatre)"	1623	981	0	1.0	0.9184385135841047	472
"SubClassOf(dbo:Venue schema:Place)"	1623	1623	0	1.0	1.0	8
"SubClassOf(dbo:Venue gml:_Feature)"	1623	1309	0	1.0	0.9811064114669172	580
"SubClassOf(dbo:Venue owl:Thing)"	1623	1623	0	1.0	1.0	8
"SubClassOf(dbo:Venue skos:Concept)"	1623	2	0	1.0	0.04962915727813219	804
"SubClassOf(dbo:BasketballTeam dbo:Agent)"	857	857	0	1.0	1.0	20
"SubClassOf(dbo:BasketballTeam dbo:Organisation)"	857	857	0	1.0	1.0	8
"SubClassOf(dbo:BasketballTeam dbo:SportsTeam)"	857	857	0	1.0	1.0	8
"SubClassOf(dbo:BasketballTeam schema:Organization)"	857	857	0	1.0	1.0	4
"SubClassOf(dbo:BasketballTeam schema:SportsTeam)"	857	857	0	1.0	1.0	8
"SubClassOf(dbo:BasketballTeam gml:_Feature)"	857	1	0	1.0	0.04829452062211219	1132
"SubClassOf(dbo:BasketballTeam owl:Thing)"	857	857	0	1.0	1.0	4
"SubClassOf(dbo:BasketballTeam skos:Concept)"	857	12	0	1.0	0.16675911397852855	412
"SubClassOf(dbo:YearInSpaceflight dbo:TimePeriod)"	56	56	0	1.0	1.0	8
"SubClassOf(dbo:YearInSpaceflight owl:Thing)"	56	56	0	1.0	1.0	8
"SubClassOf(dbo:YearInSpaceflight skos:Concept)"	56	56	0	1.0	1.0	8
"SubClassOf(dbo:Village dbo:Place)"	119860	119860	0	1.0	1.0	2516
"SubClassOf(dbo:Village dbo:PopulatedPlace)"	119860	119860	0	1.0	1.0	600
"SubClassOf(dbo:Village dbo:Settlement)"	119860	119860	0	1.0	1.0	528
"SubClassOf(dbo:Village schema:Place)"	119860	119860	0	1.0	1.0	553
"SubClassOf(dbo:Village gml:_Feature)"	119860	102735	0	1.0	0.9897407379788513	35434
"SubClassOf(dbo:Village owl:Thing)"	119860	119860	0	1.0	1.0	516
"SubClassOf(dbo:Village skos:Concept)"	119860	45	0	1.0	0.027399545038658192	63072
"SubClassOf(dbo:Village foaf:Person)"	119860	1	0	1.0	0.004084857918718887	3179926
"SubClassOf(dbo:ProtectedArea dbo:Place)"	7705	7705	0	1.0	1.0	156
"SubClassOf(dbo:ProtectedArea schema:Place)"	7705	7705	0	1.0	1.0	48
"SubClassOf(dbo:ProtectedArea gml:_Feature)"	7705	7158	0	1.0	0.9974768235786535	1832
"SubClassOf(dbo:ProtectedArea owl:Thing)"	7705	7705	0	1.0	1.0	36
"SubClassOf(dbo:ProtectedArea skos:Concept)"	7705	78	0	1.0	0.14192995451311327	2945
"SubClassOf(dbo:Genre dbo:Activity)"	9639	6	85	0.8674899205907449	0.0	27833
"SubClassOf(dbo:Genre dbo:AdministrativeRegion)"	9639	1	59	0.8895261679187976	0.0	103739
"SubClassOf(dbo:Genre dbo:Agent)"	9639	4	21	0.9340261266678569	0.0	228314
"SubClassOf(dbo:Genre dbo:Animal)"	9639	1	60	0.8885967811357574	0.0	71433
"SubClassOf(dbo:Genre dbo:BodyOfWater)"	9639	1	43	0.9056486012675266	0.0	1122610
"SubClassOf(dbo:Genre dbo:Broadcaster)"	9639	1	74	0.8763256238754927	0.0	971548
"SubClassOf(dbo:Genre dbo:Company)"	9639	2	46	0.9024203714158523	0.0	256256
"SubClassOf(dbo:Genre dbo:Country)"	9639	11	23	0.9309595363594894	0.0	18157
"SubClassOf(dbo:Genre dbo:Device)"	9639	4	52	0.8962676634182958	0.0	19754
"SubClassOf(dbo:Genre dbo:Event)"	9639	2	64	0.884955224775696	0.0	94674
"SubClassOf(dbo:Genre dbo:InformationAppliance)"	9639	4	62	0.8867611736543951	0.0	7084
"SubClassOf(dbo:Genre dbo:Language)"	9639	19	40	0.9089923341925306	0.0	9877
"SubClassOf(dbo:Genre dbo:Mammal)"	9639	1	66	0.8831775590215818	0.0	42890
"SubClassOf(dbo:Genre dbo:MilitaryConflict)"	9639	2	65	0.8840629383055182	0.0	89646
"SubClassOf(dbo:Genre dbo:MusicGenre)"	9639	9639	0	1.0	1.0	40
"SubClassOf(dbo:Genre dbo:MusicalWork)"	9639	7	42	0.9067497404835181	0.0	45855
"SubClassOf(dbo:Genre dbo:NaturalPlace)"	9639	1	43	0.9056486012675266	0.0	1119210
"SubClassOf(dbo:Genre dbo:Organisation)"	9639	3	46	0.9024203714158523	0.0	285518
"SubClassOf(dbo:Genre dbo:Person)"	9639	1	30	0.921164567947774	0.0	180687
"SubClassOf(dbo:Genre dbo:Place)"	9639	30	16	0.9424058066123273	0.0	28522
"SubClassOf(dbo:Genre dbo:PopulatedPlace)"	9639	28	17	0.9406348053625853	0.0	28357
"SubClassOf(dbo:Genre dbo:ProgrammingLanguage)"	9639	8	82	0.8698391678312787	0.0	4097
"SubClassOf(dbo:Genre dbo:RaceHorse)"	9639	1	66	0.8831775590215818	0.0	10088
"SubClassOf(dbo:Genre dbo:Region)"	9639	1	59	0.8895261679187976	0.0	104231
